,id_participante,id_mensaje,enviado,tipo,subtipo,recibido,clase,recibido_limpio,recibido_corregido,recibido_corregido_sin_emoticones,recibido_corregido_significado_emoticones,recibido_corregido_significado_emoticones_sin_tildes,recibido_corregido_significado_emoticones_sin_stop_words,recibido_corregido_significado_emoticones_sin_tildes_sin_stop_words,recibido_corregido_significado_emoticones_sin_stop_words_lematizada,recibido_corregido_significado_emoticones_sin_tildes_sin_stop_words_lematizada,recibido_corregido_significado_emoticones_sin_stop_words_stemetizada,recibido_corregido_significado_emoticones_sin_tildes_sin_stop_words_stemetizada
2558,817,2630," La DIABETES es una enfermedad crónica pero si se puede controlar! Si estás controlado, vas a estar bien y llevar una vida normal.",educativo,,Si estoy comtrolando,respuesta a consejo o pregunta,si estoy comtrolando,si estoy comtrolando,si estoy comtrolando,si estoy comtrolando,si estoy comtrolando,si comtrolando,si comtrolando,si comtrolar,si comtrolar,si comtrol,si comtrol
2559,817,2631, Si sos diabético tenés que hacerte un fondo de ojo todos los años. ¿Cuándo fue la última vez que visitaste al oculista?,educativo,,Ya me isieron un fondo de  ojo est e año,respuesta a consejo o pregunta,ya me isieron un fondo de ojo est e año,ya me hicieron un fondo de ojo est e año,ya me hicieron un fondo de ojo est e año,ya me hicieron un fondo de ojo est e año,ya me hicieron un fondo de ojo est e ano,ya hicieron fondo ojo est año,ya hicieron fondo ojo est ano,ya hacer fondo ojo est año,ya hacer fondo ojo est ano,ya hic fond ojo est año,ya hic fond ojo est ano
2560,817,2632," La única forma que tenemos de saber si nuestra presión arterial está bien, es tomándonos la presión. ¿Te tomaste la presión ultimamente?",educativo,,Si 11.8,respuesta a consejo o pregunta,si 11 8,si 11 8,si 11 8,si 11 8,si 11 8,si 11 8,si 11 8,si 11 8,si 11 8,si 11 8,si 11 8
2561,818,2633, ¿Sabías que la DIABETES es una enfermedad que se puede prevenir?,educativo,,Hola no sabía!,respuesta a consejo o pregunta,hola no sabía ,hola no sabía ,hola no sabía ,hola no sabía,hola no sabia,hola no sabía,hola no sabia,hola no saber,hola no sabio,hol no sab,hol no sabi
2562,818,2634, ¡Perder peso y realizar actividad fisica puede ayudarnos a prevenir la diabetes!,educativo,,Hola bueno,respuesta a consejo o pregunta,hola bueno,hola bueno,hola bueno,hola bueno,hola bueno,hola bueno,hola bueno,holar bueno,holar bueno,hol buen,hol buen
2563,819,2635,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
2564,820,2636,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
2565,822,2639,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
2566,822,2640,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,Bueno*,agradecimiento,bueno ,bueno ,bueno ,bueno,bueno,bueno,bueno,bueno,bueno,buen,buen
2567,823,2641,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
2568,823,2642," Las metas son algo que deseamos, planeamos y nos comprometemos a hacer. Es importante pensar nuestras metas antes de pensar un cambio de hábito. ¿Pensaste alguna vez en qué metas querés cumplir?",educativo,,Si,respuesta a consejo o pregunta,si,si,si,si,si,si,si,si,si,si,si
2569,824,2643,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
2570,824,2644,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,Ok,agradecimiento,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
2571,824,2645,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,Ok gracias,agradecimiento,ok gracias,ok gracias,ok gracias,ok gracias,ok gracias,ok gracias,ok gracias,ok gracias,ok gracias,ok graci,ok graci
2572,824,2646, Hay 1440 minutos en el día. ¿Cuántos minutos usted PUEDE DEDICAR para realizar Actividad Física en el dia?,educativo,,Bueno días yo no tengo azúcar tengo tiroides,respuesta a consejo o pregunta,bueno días yo no tengo azúcar tengo tiroides,bueno días yo no tengo azúcar tengo tiroides,bueno días yo no tengo azúcar tengo tiroides,bueno días yo no tengo azúcar tengo tiroides,bueno dias yo no tengo azucar tengo tiroides,bueno días no tengo azúcar tengo tiroides,bueno dias no tengo azucar tengo tiroides,bueno día no tener azúcar tener tiroid,bueno dias no tener azucar tener tiroid,buen dias no teng azuc teng tiroid,buen dias no teng azuc teng tiroid
2573,824,2647, Hay 1440 minutos en el día. ¿Cuántos minutos usted PUEDE DEDICAR para realizar Actividad Física en el dia?,educativo,,Ok,respuesta a consejo o pregunta,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
2574,824,2648," ¿Sabías que si cambiás gaseosa o agua saborizada por agua o bebidas dietéticas, bajás de peso y evitás enfermedades?",educativo,,Ok,respuesta a consejo o pregunta,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
2575,824,2649," El hambre emocional tiene que ver con nuestro estado de ánimo y muchas veces nos lleva a comer de más. Probá hablar con alguien de lo que te pasa o escribilo en un papel"". Esto puede servir como pausa antes de la comida.",educativo,,Bueno días,saludo,bueno días,bueno días,bueno días,bueno días,bueno dias,bueno días,bueno dias,bueno día,bueno dia,buen dias,buen dias
2576,824,2650," El hambre emocional tiene que ver con nuestro estado de ánimo y muchas veces nos lleva a comer de más. Probá hablar con alguien de lo que te pasa o escribilo en un papel"". Esto puede servir como pausa antes de la comida.",educativo,,Ok,respuesta a consejo o pregunta,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
2577,824,2651," El hambre emocional tiene que ver con nuestro estado de ánimo y muchas veces nos lleva a comer de más. Probá hablar con alguien de lo que te pasa o escribilo en un papel"". Esto puede servir como pausa antes de la comida.",educativo,,No gracias,respuesta a consejo o pregunta,no gracias,no gracias,no gracias,no gracias,no gracias,no gracias,no gracias,no gracias,no gracias,no graci,no graci
2578,825,2652,"Necesitamos tu aprobación para enviarte mensajes con consejos saludables semanales por WhatsApp. Si no querés recibirlos, respondé 'NO quiero recibirlos'. Si querés recibirlos, por favor respondé 'SÍ quiero recibirlos' a este mensaje.",consentimiento,,Si quiero,optin,si quiero,sí quiero,sí quiero,sí quiero,si quiero,sí quiero,si quiero,sí querer,si querer,si quier,si quier
2579,825,2653,"Necesitamos tu aprobación para enviarte mensajes con consejos saludables semanales por WhatsApp. Si no querés recibirlos, respondé 'NO quiero recibirlos'. Si querés recibirlos, por favor respondé 'SÍ quiero recibirlos' a este mensaje.",consentimiento,,Gracias,optin,gracias,gracias,gracias,gracias,gracias,gracias,gracias,gracias,gracias,graci,graci
2580,825,2654,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,Hola puedo darte los datos de mi cuñado es diabético,pregunta,hola puedo darte los datos de mi cuñado es diabético,hola puedo darte los datos de mi cuñado es diabético,hola puedo darte los datos de mi cuñado es diabético,hola puedo darte los datos de mi cuñado es diabético,hola puedo darte los datos de mi cunado es diabetico,hola puedo darte datos cuñado diabético,hola puedo darte datos cunado diabetico,holar poder darte dato cuñado diabético,holar poder darte dato cunado diabetico,hol pued dart dat cuñ diabet,hol pued dart dat cun diabet
2581,825,2655, Hay 1440 minutos en el día. ¿Cuántos minutos usted PUEDE DEDICAR para realizar Actividad Física en el dia?,educativo,,Hola,saludo,hola,hola,hola,hola,hola,hola,hola,holar,holar,hol,hol
2582,825,2656, Hay 1440 minutos en el día. ¿Cuántos minutos usted PUEDE DEDICAR para realizar Actividad Física en el dia?,educativo,,Solo de tarde puedo,respuesta a consejo o pregunta,solo de tarde puedo,solo de tarde puedo,solo de tarde puedo,solo de tarde puedo,solo de tarde puedo,solo tarde puedo,solo tarde puedo,solo tarde poder,solo tarde poder,sol tard pued,sol tard pued
2583,825,2657," ¿Te sentís triste o estresado y te dan ganas de comer chocolate o cosas dulces? Esto se le llama ""hambre emocional"" y es importante reconocer si nos está pasando.",educativo,,Si lo estoy pasando,respuesta a consejo o pregunta,si lo estoy pasando,si lo estoy pasando,si lo estoy pasando,si lo estoy pasando,si lo estoy pasando,si pasando,si pasando,si pasar,si pasar,si pas,si pas
2584,825,2658," ¿Querés empezar a hacer actividad física? Buscá algo que te divierta. ¿Qué te parece bailar? Lo podés hacer solo/a o acompañado. Es una muy buena decisión, ¡VAMOS!",educativo,,Bueno,agradecimiento,bueno,bueno,bueno,bueno,bueno,bueno,bueno,bueno,bueno,buen,buen
2585,826,2659,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
2586,826,2660,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,☺️,agradecimiento, ️, ️, ,,,,,,,,
2587,826,2661, Para que tu DIABETES esté bien controlada debe tener un valor de hemoglobina glicosilada cercano al 7 en sus analisis de sangre. ¿Conoces cuál es tu valor de hemoglobina glicosilada ?,educativo,glicemia,No lo se,glicemia,no lo se,no lo se,no lo se,no lo se,no lo se,no,no,no,no,no,no
2588,827,2662,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
2589,827,2663," Las metas son algo que deseamos, planeamos y nos comprometemos a hacer. Es importante pensar nuestras metas antes de pensar un cambio de hábito. ¿Pensaste alguna vez en qué metas querés cumplir?",educativo,,Quisiera tener mucha voluntad y poder bajar de peso,respuesta a consejo o pregunta,quisiera tener mucha voluntad y poder bajar de peso,quisiera tener mucha voluntad y poder bajar de peso,quisiera tener mucha voluntad y poder bajar de peso,quisiera tener mucha voluntad y poder bajar de peso,quisiera tener mucha voluntad y poder bajar de peso,quisiera tener mucha voluntad poder bajar peso,quisiera tener mucha voluntad poder bajar peso,querer tener mucho voluntad poder bajar peso,querer tener mucho voluntad poder bajar peso,quis ten much volunt pod baj pes,quis ten much volunt pod baj pes
2590,827,2664," ¿Tenés que bajar de peso y no sabés cómo? Empezá de a poco: disminuir las porciones de cada comida, o comer más frutas y verduras te va a ayudar a bajar de peso.",educativo,,Si,respuesta a consejo o pregunta,si,si,si,si,si,si,si,si,si,si,si
2591,827,2665," ¿Tenés que bajar de peso y no sabés cómo? Empezá de a poco: disminuir las porciones de cada comida, o comer más frutas y verduras te va a ayudar a bajar de peso.",educativo,,A bueno,agradecimiento,a bueno,a bueno,a bueno,a bueno,a bueno,bueno,bueno,bueno,bueno,buen,buen
2592,828,2666,¡Te damos la bienvenida! Recibirás un mensaje semanal con consejos para cuidarte y mejorar tu salud. Podés dejar de recibir estos mensajes enviando 'BAJA' a este número.,bienvenida,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
2593,828,2667," La PREDIABETES es un estado anterior a la diabetes, en donde el azúcar en sangre (glucemia) está en valores por encima de lo normal (entre 110 y 125 mg/dl)",educativo,,Ok,respuesta a consejo o pregunta,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok
2594,829,2668,"Necesitamos tu aprobación para enviarte mensajes con consejos saludables semanales por WhatsApp. Si no querés recibirlos, respondé 'NO quiero recibirlos'. Si querés recibirlos, por favor respondé 'SÍ quiero recibirlos' a este mensaje.",consentimiento,,Si quiero recibirlos.,optin,si quiero recibirlos ,sí quiero recibirlos ,sí quiero recibirlos ,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
2595,829,2669, ¡Perder peso y realizar actividad fisica puede ayudarnos a prevenir la diabetes!,educativo,,SÍ quiero recibirlos,optin,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí quiero recibirlos,si quiero recibirlos,sí querer recibir él,si querer recibir él,si quier recib,si quier recib
